hex,flight,reg,type_code,report_type,version,verdict,nac_p,nac_v,nic,sda,sil,failed_paragraphs,emergency,continuity,track_end,altitude,category,altitude_band,unstable,polls_seen,rule_airspace,year_mfr,build_cert
AC-1EBFDF,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 56 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 6 snapshot(s), 105 s between sightings; dropout: absent from 1 snapshot(s), 31 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (2 changes),62,91.225(d)(1),2023,Type certificated
AC-E6E554,,,GLF4,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 33 s without a refresh, then reacquired (threshold 20 s)",,,A2,FL180 and above,,149,91.225(d)(2),1998,Type certificated
AC-D6BA82,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 58 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 10 snapshot(s), 165 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 47 snapshot(s), 721 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (6 changes),66,91.225(d)(1),2021,Type certificated
AC-A8DB82,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,"10,000 ft to FL180",,93,91.225(d)(4),2024,Type certificated
AC-D2AD69,,,B737,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,30,91.225(d)(4),2008,Type certificated
AC-B67C1A,,,B39M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 1 snapshot(s), 30 s between sightings",last position 61 s old when last seen; not reacquired in the window,,A3,FL180 and above,sil alternated between 2 and 3 (2 changes),176,91.225(d)(4),2023,Type certificated
AC-35B789,,,B39M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 5 snapshot(s), 88 s between sightings; dropout: absent from 31 snapshot(s), 480 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (2 changes),105,91.225(d)(1),2024,Type certificated
AC-D035E0,,,B39M,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,12,91.225(d)(4),2025,Type certificated
AC-35B656,,,A319,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,86,91.225(d)(4),2004,Type certificated
AC-63A5AD,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 56 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (2 changes),67,91.225(d)(1),2024,Type certificated
AC-D351B9,,,B772,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,"Below 10,000 ft",,19,91.225(d)(3),1999,Type certificated
AC-2240C1,,,C172,adsb_icao,2,pass,9,1,9,2,3,,,,,,A1,"Below 10,000 ft",,126,91.225(d)(2),1983,Type certificated
AC-96B562,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 51 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 5 snapshot(s), 90 s between sightings",,,A3,"10,000 ft to FL180",,56,91.225(d)(1),2004,Type certificated
AC-BD0E70,,,B788,adsb_icao,2,pass,9,2,8,2,3,,,,,,A5,FL180 and above,,98,91.225(d)(4),2015,Type certificated
AC-A910A2,,,B772,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,"Below 10,000 ft",,106,91.225(d)(2),2000,Type certificated
AC-6E3963,,,CL35,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,12,91.225(d)(4),2015,Type certificated
AC-9635BB,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 56 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 5 snapshot(s), 90 s between sightings",,,A3,"10,000 ft to FL180",,143,91.225(d)(4),,Type certificated
AC-C4C69E,,,A320,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,104,91.225(d)(4),2011,Type certificated
AC-6A5F5B,,,B737,adsb_icao,2,pass,10,2,8,2,3,,,,last position 48 s old when last seen; not reacquired in the window,,A3,"10,000 ft to FL180",,79,91.225(d)(4),2005,Type certificated
AC-0AE109,,,GLEX,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 24 s without a refresh, then reacquired (threshold 20 s)",,,A3,FL180 and above,,43,91.225(d)(2),2026,Type certificated
AC-3C9E5E,,,B737,adsb_icao,2,pass,10,2,8,2,3,,,,last position 53 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,32,91.225(d)(1),2005,Type certificated
AC-B9BC06,,,B737,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,70,91.225(d)(4),2004,Type certificated
AC-4198A4,,,B737,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 4 snapshot(s), 74 s between sightings; dropout: absent from 5 snapshot(s), 90 s between sightings; dropout: absent from 1 snapshot(s), 31 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 13 snapshot(s), 211 s between sightings; dropout: absent from 6 snapshot(s), 105 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (7 changes),128,91.225(d)(1),2005,Type certificated
AC-4FF4B4,,,B737,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 52 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 4 snapshot(s), 78 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 8 snapshot(s), 135 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 18 snapshot(s), 284 s between sightings",,,A3,Surface,nac_p alternated between 0 and 10 (2 changes); nic alternated between 0 and 8 (2 changes); sil alternated between 2 and 3 (12 changes),203,91.225(d)(1),2005,Type certificated
AC-8EF0D5,,,E75L,adsb_icao,0,not evaluable,,,,,,,,,last position 52 s old when last seen; not reacquired in the window,,A3,Surface,,1,91.225(d)(1),,Type certificated
AC-C93A3F,,,LJ60,adsb_icao,2,pass,10,2,9,3,3,,,,,,A2,FL180 and above,,81,91.225(d)(4),1998,Type certificated
AC-E83BD8,,,,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,43,91.225(d)(4),2004,Type certificated
AC-B8DFE1,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 56 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (4 changes),102,91.225(d)(2),,Type certificated
AC-6538C6,,,A320,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: absent from 2 snapshot(s), 45 s between sightings",last position 54 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),73,91.225(d)(2),2011,Type certificated
AC-E24453,,,C172,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 11 snapshot(s), 180 s between sightings",,,A1,"Below 10,000 ft",sil alternated between 2 and 3 (4 changes),166,no,2022,Type certificated
AC-0E7B8D,,,C25B,adsb_icao,2,pass,10,2,9,3,3,,,,last position 50 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,92,91.225(d)(2),2021,Type certificated
AC-A4B3E6,,,SF50,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 34 s without a refresh, then reacquired (threshold 20 s)",,,A1,"Below 10,000 ft",,107,91.225(d)(2),2021,Type certificated
AC-09D346,,,LJ31,adsb_icao,2,pass,10,2,8,2,3,,,,last position 57 s old when last seen; not reacquired in the window,,A2,"10,000 ft to FL180",,65,91.225(d)(4),1999,Type certificated
AC-A23249,,,H25B,adsb_icao,2,pass,10,2,9,2,3,,,,last position 48 s old when last seen; not reacquired in the window,,A2,"10,000 ft to FL180",nac_p alternated between 0 and 10 (1 change); nac_v alternated between 0 and 2 (1 change),50,91.225(d)(4),1998,Type certificated
AC-0D3A0D,,,BE36,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,203,91.225(d)(2),1990,Type certificated
AC-DFFC09,,,A319,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,56,91.225(d)(1),2015,Type certificated
AC-123F64,,,A333,adsb_icao,2,pass,9,1,8,2,3,,,,last position 48 s old when last seen; not reacquired in the window,,A5,Surface,,11,91.225(d)(1),2003,Type certificated
AC-5D2FE0,,,A320,adsb_icao,2,pass,10,2,8,2,3,,,,,,,Surface,,240,91.225(d)(1),2012,Type certificated
AC-8C67C0,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 5 snapshot(s), 90 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (4 changes),119,91.225(d)(1),,Type certificated
AC-1173D7,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,105,91.225(d)(4),2009,Type certificated
AC-083C75,,,P32R,adsb_icao,2,pass,10,2,10,2,3,,,,last position 47 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,106,no,1982,Type certificated
AC-D04440,,,E545,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"Below 10,000 ft",,15,91.225(d)(2),2024,Type certificated
AC-C70DA4,,,A319,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,24,91.225(d)(4),2000,Type certificated
AC-F0668D,,,EC35,adsb_icao,2,pass,10,2,9,2,3,,,,last position 55 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",,14,no,2007,Type certificated
AC-F0F5DA,,,A333,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,"Below 10,000 ft",,95,91.225(d)(2),2006,Type certificated
AC-53E74B,,,C700,adsb_icao,2,pass,10,2,9,2,3,,,,last position 45 s old when last seen; not reacquired in the window,,A2,FL180 and above,,94,91.225(d)(4),2021,Type certificated
AC-DA6F5C,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,73,91.225(d)(4),2025,Type certificated
AC-64DBE7,,,EC45,adsb_icao,2,pass,10,2,9,2,3,,,,,,A7,"Below 10,000 ft",,66,91.225(d)(1),2007,Type certificated
AC-279F8D,,,B788,adsb_icao,2,pass,9,1,8,2,3,,,,last position 49 s old when last seen; not reacquired in the window,,A5,FL180 and above,,126,91.225(d)(4),2016,Type certificated
AC-B66743,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 53 s without a refresh, then reacquired (threshold 20 s)",,,A3,"10,000 ft to FL180",,214,91.225(d)(4),2004,Type certificated
AC-B0F344,,,B738,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,58,91.225(d)(4),2012,Type certificated
AC-2D6A6C,,,C172,adsr_icao,,pass,9,0,0,2,3,,,"dropout: position went at least 53 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 46 s between sightings",,,A1,"Below 10,000 ft",,141,91.225(d)(2),1961,Type certificated
AC-DCB1A0,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 12 snapshot(s), 195 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 7 snapshot(s), 120 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),43,91.225(d)(1),,Type certificated
AC-560A14,,,FA50,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,24,91.225(d)(2),1980,Type certificated
AC-3D4F93,,,B764,adsb_icao,2,pass,10,2,8,2,3,,,,last position 53 s old when last seen; not reacquired in the window,,A5,"Below 10,000 ft",nac_p alternated between 0 and 10 (2 changes); sil alternated between 2 and 3 (2 changes),94,91.225(d)(3),2000,Type certificated
AC-92BD77,,,B58T,adsb_icao,2,pass,10,2,9,2,3,,,,last position 52 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,24,91.225(d)(2),1979,Type certificated
AC-B3BD49,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 14 snapshot(s), 225 s between sightings",,,A3,FL180 and above,,132,91.225(d)(4),2018,Type certificated
AC-48EF06,,,B789,adsb_icao,2,pass,9,2,8,2,3,,,,,,A5,"Below 10,000 ft",,66,91.225(d)(2),2017,Type certificated
AC-3419C1,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,56,91.225(d)(4),2026,Type certificated
AC-A088D3,,,C700,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 18 snapshot(s), 285 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 13 snapshot(s), 210 s between sightings",,,A2,Surface,sil alternated between 2 and 3 (2 changes),208,91.225(d)(2),2022,Type certificated
AC-AE2410,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,last position 58 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,49,91.225(d)(1),2019,Type certificated
AC-7173E8,,,B738,adsb_icao,2,pass,10,2,8,2,3,,,,last position 60 s old when last seen; not reacquired in the window,,A3,FL180 and above,,166,91.225(d)(4),2012,Type certificated
AC-17752D,,,A319,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,"10,000 ft to FL180",,18,91.225(d)(4),2002,Type certificated
AC-88965F,,,B738,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,67,91.225(d)(1),2011,Type certificated
AC-F72EE7,,,B764,adsb_icao,2,pass,10,2,8,2,3,,,,,,A5,FL180 and above,,69,91.225(d)(4),2000,Type certificated
AC-20EA89,,,B739,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,40,91.225(d)(4),2015,Type certificated
AC-AC31A3,,,F900,adsb_icao,2,pass,10,2,8,2,3,,,,last position 55 s old when last seen; not reacquired in the window,,A2,FL180 and above,,173,91.225(d)(4),2021,Type certificated
AC-FA0DEF,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (1 change),40,91.225(d)(1),2010,Type certificated
AC-113689,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 47 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 8 snapshot(s), 136 s between sightings",,,A3,FL180 and above,,188,91.225(d)(1),2010,Type certificated
AC-6C7687,,,C25B,adsb_icao,2,pass,10,2,9,3,3,,,"dropout: position went at least 49 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings",,,A1,FL180 and above,,206,91.225(d)(2),2019,Type certificated
AC-6A8EB3,,,B738,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,"Below 10,000 ft",,3,91.225(d)(1),2016,Type certificated
AC-F68F68,,,C700,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 53 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 9 snapshot(s), 150 s between sightings",,,A2,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),24,91.225(d)(1),2023,Type certificated
AC-4ECBE9,,,A319,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,74,91.225(d)(4),2002,Type certificated
AC-343A0D,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 58 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 181 snapshot(s), 2731 s between sightings; dropout: absent from 11 snapshot(s), 180 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings",,,A3,Surface,sil alternated between 2 and 3 (2 changes),45,91.225(d)(1),2005,Type certificated
AC-B260DA,,,B738,adsb_icao,2,pass,10,2,8,2,3,,,,last position 55 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,105,91.225(d)(2),2017,Type certificated
AC-6E3D9F,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,75,91.225(d)(4),2010,Type certificated
AC-BB9791,,,C700,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 42 s without a refresh, then reacquired (threshold 20 s)",,,A2,"Below 10,000 ft",,178,91.225(d)(2),2023,Type certificated
AC-26BD99,,,PC12,adsb_icao,2,pass,10,2,8,2,3,,,,,,A1,FL180 and above,sil alternated between 2 and 3 (1 change),80,91.225(d)(4),2019,Type certificated
AC-0C594C,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 51 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 39 snapshot(s), 600 s between sightings",,,A3,FL180 and above,,106,91.225(d)(1),2005,Type certificated
AC-520CBA,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 51 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings",,,A3,FL180 and above,,154,91.225(d)(1),2005,Type certificated
AC-0A9BFD,,,B738,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 8 snapshot(s), 135 s between sightings",,,A3,FL180 and above,,124,91.225(d)(1),2013,Type certificated
AC-016D57,,,B739,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 5 snapshot(s), 90 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),40,91.225(d)(1),2016,Type certificated
AC-603612,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 11 snapshot(s), 182 s between sightings",,,A3,"Below 10,000 ft",,9,91.225(d)(1),2016,Type certificated
AC-A64A33,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,,last position 54 s old when last seen; not reacquired in the window,,A3,FL180 and above,,162,91.225(d)(4),2006,Type certificated
AC-080524,,,B738,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 30 snapshot(s), 465 s between sightings",,,A3,"Below 10,000 ft",,12,91.225(d)(1),2014,Type certificated
AC-45E13B,,,C25B,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings",,,A2,FL180 and above,sil alternated between 2 and 3 (2 changes),176,91.225(d)(4),2008,Type certificated
AC-ACC112,,,B738,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,"Below 10,000 ft",,9,91.225(d)(1),2015,Type certificated
AC-8308DB,,,SF50,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,6,no,2024,Type certificated
AC-F27F01,,,C700,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 22 snapshot(s), 345 s between sightings; dropout: absent from 7 snapshot(s), 120 s between sightings; dropout: absent from 25 snapshot(s), 390 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 9 snapshot(s), 150 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 16 snapshot(s), 255 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A2,Surface,sil alternated between 2 and 3 (9 changes),61,91.225(d)(2),2024,Type certificated
AC-7A200D,,,B788,adsb_icao,2,pass,9,2,8,2,3,,,,last position 52 s old when last seen; not reacquired in the window,,A5,FL180 and above,,135,91.225(d)(4),2020,Type certificated
AC-313A8F,,,B788,adsb_icao,2,pass,9,2,8,2,3,,,"dropout: absent from 13 snapshot(s), 210 s between sightings",last position 59 s old when last seen; not reacquired in the window,,A5,FL180 and above,sil alternated between 2 and 3 (1 change),125,91.225(d)(4),2020,Type certificated
AC-172D44,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,76,91.225(d)(4),2011,Type certificated
AC-3FAE2C,,,F2TH,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 6 snapshot(s), 105 s between sightings",,,A2,"10,000 ft to FL180",,88,91.225(d)(2),2013,Type certificated
AC-20DDE3,,,BE36,adsb_icao,2,pass,10,2,9,2,3,,,,last position 47 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,207,91.225(d)(2),1988,Type certificated
AC-08C2A8,,,SF50,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 10 snapshot(s), 165 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A1,Surface,nic alternated between 0 and 9 (1 change); sil alternated between 2 and 3 (4 changes),39,91.225(d)(2),2025,Type certificated
AC-C7C5C1,,,C700,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 5 snapshot(s), 90 s between sightings; dropout: absent from 10 snapshot(s), 165 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 5 snapshot(s), 90 s between sightings; dropout: absent from 2 snapshot(s), 47 s between sightings",,,A2,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),95,91.225(d)(2),2025,Type certificated
AC-92F2D6,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,47,91.225(d)(4),,Type certificated
AC-9A93FB,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,,last position 60 s old when last seen; not reacquired in the window,,A3,FL180 and above,,103,91.225(d)(4),2021,Type certificated
AC-E30F7B,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,56,91.225(d)(1),2021,Type certificated
AC-D7A934,,,BE95,adsb_icao,2,pass,10,2,9,2,3,,,,last position 54 s old when last seen; not reacquired in the window,,A1,Surface,,6,no,1964,Type certificated
AC-9FAEC6,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 4 snapshot(s), 75 s between sightings",last position 47 s old when last seen; not reacquired in the window,,A3,"10,000 ft to FL180",,130,91.225(d)(4),2023,Type certificated
AC-929B36,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 99 snapshot(s), 1501 s between sightings",,,A3,"Below 10,000 ft",,102,91.225(d)(1),2023,Type certificated
AC-779BC8,,,CL30,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 38 s without a refresh, then reacquired (threshold 20 s)",,,A2,"Below 10,000 ft",,138,91.225(d)(2),2008,Type certificated
AC-1433A0,,,C700,adsb_icao,2,pass,10,2,9,2,3,,,,,,A2,"Below 10,000 ft",,2,91.225(d)(1),2025,Type certificated
AC-CDFB0C,,,H25B,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,106,91.225(d)(4),2008,Type certificated
AC-98A0BB,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,102,91.225(d)(4),2023,Type certificated
AC-04DFFF,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 8 snapshot(s), 135 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 7 snapshot(s), 122 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (4 changes),29,91.225(d)(1),2024,Type certificated
AC-AD747D,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 58 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 14 snapshot(s), 225 s between sightings",,,A3,"Below 10,000 ft",,12,91.225(d)(1),2023,Type certificated
AC-1171DE,,,C700,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 31 snapshot(s), 480 s between sightings",,,A2,FL180 and above,sil alternated between 2 and 3 (2 changes),209,91.225(d)(2),2025,Type certificated
AC-FF884F,,,B712,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 7 snapshot(s), 122 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (3 changes),61,91.225(d)(1),2004,Type certificated
AC-31EC9D,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,last position 49 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,45,91.225(d)(2),2012,Type certificated
AC-F95597,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 58 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 7 snapshot(s), 119 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),39,91.225(d)(1),2024,Type certificated
AC-06D8E7,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,112,91.225(d)(4),2014,Type certificated
AC-9F32A2,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 53 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings",,,A3,FL180 and above,,121,91.225(d)(1),2024,Type certificated
AC-4889FE,,,TBM8,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,FL180 and above,,88,91.225(d)(4),2007,Type certificated
AC-3CEC31,,,A319,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 56 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 62 snapshot(s), 945 s between sightings",,,A3,FL180 and above,,89,91.225(d)(1),2006,Type certificated
AC-37D598,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 9 snapshot(s), 150 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (3 changes),14,91.225(d)(1),2025,Type certificated
AC-DC1743,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,,last position 51 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,46,91.225(d)(1),2026,Type certificated
AC-1D8EE6,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,,last position 46 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,44,91.225(d)(1),2026,Type certificated
