hex,flight,reg,type_code,report_type,version,verdict,nac_p,nac_v,nic,sda,sil,failed_paragraphs,emergency,continuity,track_end,altitude,category,altitude_band,unstable,polls_seen,rule_airspace,year_mfr,build_cert
AC-9245CE,,,A359,adsb_icao,2,pass,10,2,8,2,3,,,,,,A5,"10,000 ft to FL180",,48,91.225(d)(1),,
AC-D9084D,,,B788,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 53 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A5,Surface,sil alternated between 2 and 3 (4 changes),31,91.225(d)(1),,
AC-F3A7C0,,,B39M,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,106,91.225(d)(4),,
AC-D167E1,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,81,91.225(d)(4),,
AC-B5B695,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,20,91.225(d)(4),,
AC-2EA07E,,,GLF5,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,121,91.225(d)(1),,
AC-5ECC8C,,,A20N,adsb_icao,2,pass,9,1,8,3,3,,,,,,A3,FL180 and above,,121,91.225(d)(4),,
AC-3C911C,,,B77W,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 49 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings",,,A5,"Below 10,000 ft",,85,91.225(d)(1),,
AC-ED7583,,,A21N,adsb_icao,2,pass,10,4,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (4 changes),145,91.225(d)(2),,
AC-6C4178,,,CL60,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: absent from 73 snapshot(s), 1111 s between sightings",last position 58 s old when last seen; not reacquired in the window,,A2,"Below 10,000 ft",,98,91.225(d)(2),,
AC-5F759F,,,A346,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,"Below 10,000 ft",,123,91.225(d)(2),,
AC-C5C883,,,B772,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 53 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings",,,A5,"Below 10,000 ft",,84,91.225(d)(2),,
AC-A63007,,,B772,adsb_icao,2,pass,10,2,8,2,3,,,,last position 57 s old when last seen; not reacquired in the window,,A5,"Below 10,000 ft",,87,91.225(d)(1),,
AC-AD1A6E,,,B772,adsb_icao,2,pass,10,2,8,2,3,,,,,,A5,FL180 and above,,103,91.225(d)(4),,
AC-A9FEA2,,,B788,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,FL180 and above,,75,91.225(d)(4),,
AC-818476,,,B789,adsb_icao,2,pass,9,2,8,2,3,,,,,,A5,FL180 and above,,79,91.225(d)(4),,
AC-52CE03,,,A35K,adsb_icao,2,pass,10,2,8,2,3,,,,,,A5,"Below 10,000 ft",,35,91.225(d)(3),,
AC-8AE1FF,,,A35K,adsb_icao,2,pass,10,2,8,2,3,,,,,,A5,FL180 and above,,100,91.225(d)(4),,
AC-DE3B02,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,33,91.225(d)(4),,
AC-9A73B5,,,GL7T,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 37 s without a refresh, then reacquired (threshold 20 s)",,,A3,Surface,,240,91.225(d)(2),,
AC-C232A9,,,B772,adsb_icao,2,pass,10,2,8,2,3,,,,,,A5,"Below 10,000 ft",,31,91.225(d)(2),,
AC-58D620,,,B789,adsb_icao,2,pass,9,2,8,2,3,,,,,,A5,FL180 and above,,65,91.225(d)(4),,
AC-094A9E,,,B744,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings",,,A5,Surface,sil alternated between 2 and 3 (2 changes),35,91.225(d)(1),,
AC-E94A99,,,A333,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: absent from 1 snapshot(s), 30 s between sightings",last position 53 s old when last seen; not reacquired in the window,,A5,Surface,,50,91.225(d)(1),,
AC-5F2CBB,,,A333,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,FL180 and above,,68,91.225(d)(4),,
AC-372699,,,A333,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: absent from 1 snapshot(s), 31 s between sightings; dropout: absent from 10 snapshot(s), 165 s between sightings",last position 58 s old when last seen; not reacquired in the window,,A5,"Below 10,000 ft",,81,91.225(d)(2),,
AC-29D938,,,B789,adsb_icao,2,pass,9,2,8,2,3,,,"dropout: position went at least 51 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 17 snapshot(s), 270 s between sightings",,,A5,Surface,,30,91.225(d)(1),,
AC-77A9F1,,,A21N,adsb_icao,2,pass,9,1,8,3,3,,,,,,A3,FL180 and above,,48,91.225(d)(4),,
AC-B5ED55,,,A332,adsb_icao,2,pass,9,1,8,2,3,,,,last position 51 s old when last seen; not reacquired in the window,,A5,Surface,,18,91.225(d)(1),,
AC-1A01F6,,,A333,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,"Below 10,000 ft",,116,91.225(d)(2),,
AC-BC15C0,,,B77W,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 56 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 2 snapshot(s), 44 s between sightings",,,A5,Surface,sil alternated between 2 and 3 (1 change),65,91.225(d)(1),,
AC-487905,,,B789,adsb_icao,2,pass,9,2,8,2,3,,,,,,A5,FL180 and above,,28,91.225(d)(4),,
AC-EE1B96,,,A333,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 11 snapshot(s), 180 s between sightings",,,A5,"Below 10,000 ft",nac_p alternated between 0 and 10 (2 changes); sil alternated between 2 and 3 (4 changes),129,91.225(d)(2),,
AC-27A080,,,A339,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 48 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings",,,A5,"Below 10,000 ft",,153,91.225(d)(2),,
AC-096263,,,GLEX,adsb_icao,2,pass,11,1,8,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 4 snapshot(s), 76 s between sightings; dropout: absent from 89 snapshot(s), 1350 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 16 snapshot(s), 255 s between sightings; dropout: absent from 2 snapshot(s), 44 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),95,91.225(d)(2),,
AC-64F925,,,B788,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),61,91.225(d)(1),,
AC-CE598F,,,B748,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 6 snapshot(s), 106 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 17 snapshot(s), 270 s between sightings",,,A5,FL180 and above,sil alternated between 2 and 3 (3 changes),172,91.225(d)(4),,
AC-D20B08,,,A388,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 37 snapshot(s), 570 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 7 snapshot(s), 120 s between sightings",,,A5,Surface,sil alternated between 2 and 3 (2 changes),99,91.225(d)(1),,
AC-3D4082,,,B788,adsb_icao,2,pass,9,2,8,2,3,,,"dropout: position went at least 53 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings",,,A5,"10,000 ft to FL180",,54,91.225(d)(1),,
AC-0083E3,,,B77W,adsb_icao,2,pass,9,1,8,2,3,,,,last position 57 s old when last seen; not reacquired in the window,,A5,"Below 10,000 ft",,92,91.225(d)(1),,
AC-825583,,,A35K,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 1 snapshot(s), 30 s between sightings",last position 58 s old when last seen; not reacquired in the window,,A5,Surface,sil alternated between 2 and 3 (2 changes),84,91.225(d)(1),,
AC-31B73A,,,B77W,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 58 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 2 snapshot(s), 44 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A5,Surface,sil alternated between 2 and 3 (4 changes),110,91.225(d)(1),,
AC-F7E02B,,,A320,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (1 change),140,91.225(d)(4),1998,Type certificated
AC-D033B5,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,93,91.225(d)(4),2007,Type certificated
AC-F482BE,,,A321,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,22,91.225(d)(4),2013,Type certificated
AC-DA5689,,,A321,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,8,91.225(d)(4),2020,Type certificated
AC-A755FF,,,C172,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 44 s without a refresh, then reacquired (threshold 20 s)",,,A1,"Below 10,000 ft",,89,no,2023,Type certificated
AC-BCB1C6,,,F900,adsb_icao,2,pass,10,2,8,2,3,,,,,,A2,"10,000 ft to FL180",,90,91.225(d)(1),1990,Type certificated
AC-BBBCAD,,,BCS1,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 9 snapshot(s), 150 s between sightings; dropout: absent from 78 snapshot(s), 1186 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (2 changes),150,91.225(d)(4),2019,Type certificated
AC-D0B4A5,,,A321,adsb_icao,2,pass,10,2,8,2,3,,,,last position 54 s old when last seen; not reacquired in the window,,A3,Surface,,21,91.225(d)(1),2021,Type certificated
AC-DAB75B,,,,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 1 snapshot(s), 31 s between sightings; dropout: absent from 15 snapshot(s), 240 s between sightings; dropout: absent from 1 snapshot(s), 29 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),220,91.225(d)(2),,
AC-7CD8CD,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,last position 46 s old when last seen; not reacquired in the window,,A3,"10,000 ft to FL180",,137,91.225(d)(4),2007,Type certificated
AC-7CAE20,,,A321,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,102,91.225(d)(4),2021,Type certificated
AC-7FC2C0,,,GLEX,adsb_icao,2,pass,10,2,8,2,3,,,,last position 50 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,22,91.225(d)(2),2007,Type certificated
AC-053414,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 1 snapshot(s), 31 s between sightings",,,A3,Surface,sil alternated between 2 and 3 (1 change),19,91.225(d)(1),2007,Type certificated
AC-F14FD8,,,A139,adsb_icao,2,pass,10,2,8,2,3,,,,last position 57 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",,56,91.225(d)(2),2012,Type certificated
AC-B1FED2,,,BE36,adsb_icao,2,pass,10,2,10,2,3,,,,,,A1,"Below 10,000 ft",,17,no,1978,Type certificated
AC-137B7C,,,C340,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),28,91.225(d)(2),1977,Type certificated
AC-ACDE4A,,,B78X,adsb_icao,2,pass,9,2,8,2,3,,,"dropout: absent from 29 snapshot(s), 450 s between sightings",last position 52 s old when last seen; not reacquired in the window,,A5,"Below 10,000 ft",,109,91.225(d)(2),2022,Not type certificated (experimental)
AC-4DC58B,,,A321,adsb_icao,2,pass,10,2,8,2,3,,,,last position 49 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,50,91.225(d)(1),2021,Type certificated
AC-6FED6A,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,last position 49 s old when last seen; not reacquired in the window,,A3,FL180 and above,,142,91.225(d)(4),2007,Type certificated
AC-2E16F4,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,last position 56 s old when last seen; not reacquired in the window,,A3,"10,000 ft to FL180",,151,91.225(d)(4),2007,Type certificated
AC-5248B0,,,PC12,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings",,,A1,"10,000 ft to FL180",sil alternated between 2 and 3 (2 changes),106,91.225(d)(4),2023,Type certificated
AC-25373D,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,last position 28 s old when last seen; not reacquired in the window,,A3,FL180 and above,,153,91.225(d)(4),2007,Type certificated
AC-A81AD9,,,C650,adsb_icao,2,pass,10,2,9,2,3,,,,last position 56 s old when last seen; not reacquired in the window,,A2,"10,000 ft to FL180",,109,91.225(d)(4),1993,Type certificated
AC-D58E89,,,A321,adsb_icao,2,pass,10,2,8,2,3,,,,last position 45 s old when last seen; not reacquired in the window,,A3,FL180 and above,,169,91.225(d)(4),2021,Type certificated
AC-E2C661,,,S76,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 15 snapshot(s), 240 s between sightings",,,A7,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),159,91.225(d)(2),2007,Type certificated
AC-4BD71D,,,PC12,adsb_icao,2,pass,10,2,8,2,3,,,,,,A1,"10,000 ft to FL180",,79,91.225(d)(4),2021,Type certificated
AC-FAFDBE,,,E45X,adsb_icao,2,pass,10,4,8,2,3,,,,,,A2,"Below 10,000 ft",,6,91.225(d)(1),2004,Type certificated
AC-474B26,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,109,91.225(d)(4),2009,Type certificated
AC-A2446E,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,129,91.225(d)(4),2008,Type certificated
AC-6648B9,,,C172,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,52,no,1973,Type certificated
AC-C6A241,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,last position 57 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,98,91.225(d)(2),2008,Type certificated
AC-EC7182,,,EC35,adsb_icao,2,pass,10,2,9,2,3,,,,last position 55 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",,44,91.225(d)(2),2004,Type certificated
AC-2C51E1,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 58 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 7 snapshot(s), 120 s between sightings",,,A3,"10,000 ft to FL180",,45,91.225(d)(1),2009,Type certificated
AC-05F1BD,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,"Below 10,000 ft",,2,91.225(d)(1),2008,Type certificated
AC-4D37D4,,,A321,adsb_icao,2,pass,9,1,8,2,3,,,,last position 52 s old when last seen; not reacquired in the window,,A3,FL180 and above,,110,91.225(d)(4),2015,Type certificated
AC-9977CE,,,CL60,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,100,91.225(d)(3),2007,Type certificated
AC-8A55C0,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,last position 60 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,98,91.225(d)(2),2009,Type certificated
AC-8E3EF3,,,SR20,adsr_icao,2,pass,9,2,0,2,3,,,,last position 56 s old when last seen; not reacquired in the window,,A1,Surface,nac_p alternated between 0 and 9 (2 changes); sil alternated between 2 and 3 (2 changes),10,no,2016,Type certificated
AC-C48D1D,,,EC35,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 14 snapshot(s), 225 s between sightings; dropout: absent from 58 snapshot(s), 885 s between sightings",,,A7,"Below 10,000 ft",,69,no,2004,Type certificated
AC-EB24B9,,,A321,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,99,91.225(d)(4),2015,Type certificated
AC-7B3601,,,BE35,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,32,91.225(d)(2),1969,Type certificated
AC-0B0656,,,EC45,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 49 snapshot(s), 750 s between sightings; dropout: absent from 4 snapshot(s), 77 s between sightings",last position 60 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",,125,91.225(d)(2),2004,Type certificated
AC-3C74A5,,,A21N,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,51,91.225(d)(1),2024,Type certificated
AC-4DB16A,,,A21N,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings",,,A3,"10,000 ft to FL180",,164,91.225(d)(4),2025,Type certificated
AC-131A97,,,C172,adsb_icao,2,pass,9,2,8,2,3,,,"dropout: position went at least 52 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 232 snapshot(s), 3496 s between sightings",,,A2,"Below 10,000 ft",,8,no,,Type certificated
AC-DA7A36,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,59,91.225(d)(4),2007,Type certificated
AC-31C911,,,G150,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,78,91.225(d)(4),2008,Type certificated
AC-26AAFD,,,A321,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 29 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (1 change),111,91.225(d)(4),2013,Type certificated
AC-19C04A,,,P28A,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 166 snapshot(s), 2506 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A1,"Below 10,000 ft",,67,91.225(d)(2),1972,Type certificated
AC-E55343,,,B763,adsb_icao,2,pass,10,2,8,2,3,,,,last position 53 s old when last seen; not reacquired in the window,,A5,"Below 10,000 ft",,40,91.225(d)(1),1999,Type certificated
AC-C69662,,,B763,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 29 s without a refresh, then reacquired (threshold 20 s)",,,A5,Surface,sil alternated between 2 and 3 (1 change),65,91.225(d)(1),1999,Type certificated
AC-F27376,,,A321,adsb_icao,2,pass,9,1,8,2,3,,,,last position 55 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,22,91.225(d)(1),2001,Type certificated
AC-668B21,,,A321,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,"10,000 ft to FL180",,44,91.225(d)(1),2001,Type certificated
AC-0A48A6,,,A321,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 50 s without a refresh, then reacquired (threshold 20 s)",,,A3,"Below 10,000 ft",,240,91.225(d)(1),2001,Type certificated
AC-70B8EF,,,B78X,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 50 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 44 s between sightings",,,A5,"Below 10,000 ft",,37,91.225(d)(1),2022,Not type certificated (experimental)
AC-2C44B2,,,B752,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 58 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 6 snapshot(s), 105 s between sightings",,,A4,FL180 and above,sil alternated between 2 and 3 (3 changes),93,91.225(d)(1),1997,Type certificated
AC-F6087C,,,B763,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 4 snapshot(s), 74 s between sightings",last position 53 s old when last seen; not reacquired in the window,,A5,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),94,91.225(d)(1),1998,Type certificated
AC-B81F9B,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 44 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (2 changes),105,91.225(d)(4),,Type certificated
AC-C9A2CE,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 2 snapshot(s), 46 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (2 changes),133,91.225(d)(4),2023,Type certificated
AC-D177BB,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 8 snapshot(s), 135 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (1 change),125,91.225(d)(4),2024,Type certificated
AC-F83212,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,179,91.225(d)(4),2024,Type certificated
AC-EA07F6,,,B763,adsb_icao,2,pass,10,2,8,2,3,,,,,,A5,"Below 10,000 ft",,26,91.225(d)(3),1990,Type certificated
AC-95ED40,,,B763,adsb_icao,2,pass,10,2,8,2,3,,,,,,A5,"Below 10,000 ft",,7,91.225(d)(3),1998,Type certificated
AC-ABD8EA,,,B39M,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,"10,000 ft to FL180",,21,91.225(d)(1),2025,Type certificated
AC-9164C9,,,,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,58,91.225(d)(4),2026,Not type certificated (experimental)
AC-8EEB8A,,,,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 2 snapshot(s), 45 s between sightings",last position 55 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,70,91.225(d)(1),,Type certificated
AC-45A5D0,,,B763,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 53 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 8 snapshot(s), 135 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings",,,A5,FL180 and above,sil alternated between 2 and 3 (2 changes),129,91.225(d)(1),1999,Type certificated
AC-0D3160,,,B39M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 10 snapshot(s), 165 s between sightings; dropout: absent from 3 snapshot(s), 61 s between sightings; dropout: absent from 9 snapshot(s), 150 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (2 changes),57,91.225(d)(1),,Not type certificated (experimental)
AC-574748,,,B39M,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,45,91.225(d)(4),,Not type certificated (experimental)
AC-677043,,,S76,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 88 snapshot(s), 1335 s between sightings",,,A7,"Below 10,000 ft",nac_p alternated between 0 and 10 (1 change); nic alternated between 0 and 8 (1 change); sil alternated between 0 and 3 (1 change),147,91.225(d)(2),2007,Type certificated
AC-9E852A,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,"Below 10,000 ft",,73,91.225(d)(1),2008,Type certificated
AC-76866E,,,,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 5 snapshot(s), 89 s between sightings",last position 58 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),52,91.225(d)(1),2026,Type certificated
AC-C541FA,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 52 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 29 snapshot(s), 450 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),11,91.225(d)(1),2022,Type certificated
AC-92C9A5,,,B752,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 56 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 12 snapshot(s), 194 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings",,,A4,"Below 10,000 ft",sil alternated between 2 and 3 (4 changes),53,91.225(d)(1),1997,Type certificated
AC-CEFB32,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 52 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 7 snapshot(s), 120 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A3,Surface,sil alternated between 2 and 3 (2 changes),41,91.225(d)(1),2008,Type certificated
AC-5BF622,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 9 snapshot(s), 150 s between sightings",,,A3,FL180 and above,,82,91.225(d)(1),2008,Type certificated
AC-2532E9,,,GLEX,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,86,91.225(d)(4),2023,Type certificated
AC-47BBC6,,,B763,adsb_icao,2,pass,10,2,8,2,3,,,,last position 58 s old when last seen; not reacquired in the window,,A5,"Below 10,000 ft",,98,91.225(d)(3),1997,Type certificated
AC-D06001,,,LJ60,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 49 snapshot(s), 752 s between sightings",,,A2,FL180 and above,,123,91.225(d)(2),2002,Type certificated
AC-77A78F,,,B752,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 58 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 6 snapshot(s), 105 s between sightings",,,A4,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),60,91.225(d)(2),1996,Type certificated
AC-69683F,,,B752,adsb_icao,2,pass,9,1,8,2,3,,,,,,A4,"10,000 ft to FL180",,2,91.225(d)(4),2000,Type certificated
AC-42CD32,,,,adsb_icao,2,pass,10,2,9,2,3,,,,last position 49 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",,66,91.225(d)(2),2021,Type certificated
AC-EFB6E1,,,GL7T,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,"Below 10,000 ft",,20,91.225(d)(2),2023,Type certificated
AC-357184,,,SR20,adsb_icao,2,pass,10,2,8,2,3,,,,last position 53 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,10,no,2021,Type certificated
